audited_ref,commit_sha,asset_path,asset_type,size_bytes,git_blob_oid,sha256,asset_class,decision,decision_reason
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/jizhou_2024_yearbook_page.html,html,123159,f08b31194e9bfc79caaeaccf12fed710dcaf85d1,d115a3c6b2b44924a3f56ea006252f7c116698e14039b38a6153bf248b01ee5d,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/jizhou_yearbook_2020_comprehensive.xls,xls,55296,2482faeed5fafee0e93e6bc9618c208ddd7d124a,594f5583e25c4aad42e0ecbd235ce8138a9cf563906d312c366aeaecbf6e20fc,raw_evidence_xls,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/jizhou_yearbook_2021.rar,rar,863824,b8e7b2d1e741e86214dc3f2ad668849fcb76c05d,22d25afc292c9e5c60b270308a4a5abc2a2fdc47d2e04a407cc32fe03832ca40,raw_evidence_rar,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/jizhou_yearbook_2022.pdf,pdf,9892694,3c2560c318a2de1648b6616bd1a3b9379c4caff9,99297198631d251e39c3f86bf3deb990b5445b1d30cbcf2ebd836b1d5d3fa3c3,raw_evidence_pdf,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/jizhou_yearbook_2023.pdf,pdf,2921341,346a043bdd753fd81945e145cc9022b0a4db2811,f095ff98ebe48163ca6ddaaf931e3d8caa58d7c9705954ffaa2f99555d6fa67c,raw_evidence_pdf,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/jizhou_yearbook_2024.pdf,pdf,2519386,26aa2ac6a5a1a9540f0b9af20ad4f66e1a2da4ab,65d3b838e7dd56f57ad7ca120b2ae5c40cbaa37e5b3d988eda021188759c2902,raw_evidence_pdf,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/monthly_statistics_2024.html,html,37674,bb34bbaa7574852de1bb979948058cbe8d6a20ed,f1ce7273bcdad2c9f5be01b7852eeaff92338e04d917fe007737f89f23f3b93b,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/statistical_bulletin_2019.html,html,45506,d090fdb4d1891b855e220449cb0ef67b6cb2f205,e1062d5470f689a5bcff74db6c56ec0ec70b251516b149aace68e8f73f942f00,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/statistical_bulletin_2020.html,html,40423,fb281ec38e96761817cfe42abcc29a9a489d9742,ef48f945200637a975946b9092fee88e28210640717595fdbf163a08defca565,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/statistical_bulletin_2021.html,html,120490,eaac62ab341de21585690a56ff3f14566c3b86bc,3d0545e02c203743f0dadd13cbde6426b8256ef4cca3dd0abc9a3c9f82d468c4,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/statistical_bulletin_2022.html,html,58055,4791b3da11bbfd8d080d21ed2c5d9715e43353bb,bb4a1acaf5bbb5bf7c72d41f8f14011cff8714bae7199c60cc18741b1215952c,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/statistical_bulletin_2023.html,html,120125,7c10c80ff2151382c4dfd1ef7355a29997c2c138,c75a62a9f1179d5d1694a71640f97349dbd5dc6ab04f4e8cffa97087d59a0f65,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/statistical_bulletin_2024.html,html,119296,2dc9a171797d39bde8ec38de5d3dfc8a6ef75989,38cc706ecfd015273ef4c359572cb213eae97b1bb7bf8f3e8ac0777d5fb73f8d,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/statistical_bulletin_2025.html,html,113088,afcb45effaa60a872a4ed576102afa57e4812ade,57621313025c83f200d938419f42b5191cefe181b642af1e61d5494ee644eb0e,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/statistical_summary_2011.html,html,139650,79832afb9950a1704191e2f714d664cd03dd45c9,d263da16e246c7a7192e4090851ccf396afd44ecbb0e36e7072cafff60a9199c,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/tianjin_culture_tourism/key_a_scenic_spots_2021_2024.xls,xls,15360,f43d2e6d5ae9893edf8a4c575ad876f7d23b2db4,6e838ed1f1d3fc9e672041b1ed55d6d67c076f5e825da0d45922b2b4f4445777,raw_evidence_xls,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/tianjin_culture_tourism/star_hotels_by_district_2024.xls,xls,22528,894137e35c94c6bb15212d0be93e202992c6ba62,c95c608670fbc8a1bb15328adcc7d6352ad527f62893b595a9ce1e3b8da6106f,raw_evidence_xls,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/tianjin_statistics/tj_yearbook_2011_jixian_basic.html,html,39525,2a96483edab6b2a55d699531014ae52e5589ecdc,f6ee8f7cb26381c28a06c431b089fc83f6deb3cc74292aa56b6e163ffaeb38cd,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/tianjin_statistics/tj_yearbook_2023_jizhou_basic.xls,xls,25600,57e5fcc4a74a754d70a60239eae3a124a96f9969,3147da95e458b4499aa8fe4d10c20b89aab1eb65579845946739c5cfff55195d,raw_evidence_xls,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/tianjin_statistics/tj_yearbook_2024_district_indicators.xls,xls,29184,d32c4a7bf79c1c936660054640d2b9619f433491,75c576d383d4b54887bcb9f9131f02a71007d157bed9ce3027a4fc5aa9522755,raw_evidence_xls,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/tianjin_statistics/tj_yearbook_2024_jizhou_basic.xls,xls,34816,0dd31cb5ab07b07e2da21db912ccbafe04456057,98a08f5d5806ec32cec8433168eda74536b6c5d5b64d1bd8d6b4a807ff8fc19c,raw_evidence_xls,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/tianjin_statistics/tj_yearbook_2025_district_indicators.xls,xls,29184,498908084029e4ae05d8681be470ec4e8e2d9090,aa8d18314ad21ea67fe39d219123a60ac800dabe6d20fb2af4d356bb9a7f0daf,raw_evidence_xls,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/tianjin_statistics/tj_yearbook_2025_jizhou_basic.xls,xls,29184,48a20d8521ac5ba0ba607d895ec720c6a4a4d714,664d31dbf655feda9fc3cae61128f420fc23f280e6af410d602bcf9fa733b97a,raw_evidence_xls,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/tourism_statistics_2011.html,html,137619,7d699816d35018653abbaebed63df0705de9f57c,094566192138c15045e030bb773537b7d9f5298127be0c8c14e66e1032d3f250,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/tourism_statistics_2014.html,html,38660,2643b834f75e49253cda08d7f022b357ac81514b,8a208223b036b3035cd5d375be8990a57dd186063df2fb517d1dc93125576840,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/tourism_statistics_2015.html,html,50409,da96aab76098dec2408cbbeef788cee7753a1b51,01616c9ac27dc60c2533cbe4e88925470be966a2308d4ecef957ba41c8f6ccce,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/tourism_statistics_2016.html,html,55069,9bdb5521ddc91b9b4b05d523194306d007357ce7,966c62cbf8956468f8ac589f7e26a726757a6340fb67adf2a6d40464cb7ce3db,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/tourism_statistics_2017.html,html,57344,af4562b2462975643531fbbda6f33045ef64ec1b,ff09b45f9d80941d04b61023f56b2abeef7dcc1c132232ec9dfbfd41236acee7,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/tj_2024_monthly_browser.txt,txt,2812,d54b2d38aadc64f02bc3bef41f7535ae5923e23c,f0d6d7c3531476999d1c2b80aae73b2d769d586f8efbbadbd357e01bc0a6a37b,raw_evidence_txt,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/tj_2024_yearbook_browser.txt,txt,14089,775f12d1e7062c5e305a12079b38bd7b09ca5a83,693b11c31b5b283c4abdaae300d4b1f5ef0f3286e501874b1a409f3474af2b69,raw_evidence_txt,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/tj_2025_bulletin_browser.txt,txt,15029,043c504c0abeee039c60bdd7fd32a4ec36e414b1,6a2b1b7052f7cc115c7cae788d9ee7fda7716adee3d37fce176433334ffc18ea,raw_evidence_txt,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/tj_historical_index_browser.txt,txt,2979,9effff2c288354c0692739dd29fd7efb9c6aed1b,b7b0d7b86b71e9ed3bc65aa787018aa6e0dab75ce09f9fa415c8d34bd53a01b1,raw_evidence_txt,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
